work_id,author_first,author_et_al,institution_first,institution_et_al,title,source,pub_year,volume,issue,pages,doi,pmid,work_type,n_cits,n_self_cits
4388826552,Siegfried Mezger,,,,Rezension von: Archäologische Ausgrabungen in Baden-Württemberg 1981 ...,Württembergisch Franken,2023,70,,168,10.53458/wfr.v70i.8496,,article,0,0
3109647916,David P. Keating,Mark P. Fischer,,,Effects of Variable Fault-Dip on Curvature and Strain in Basement-Involved Fault-Related Folds: Results from Physical Modeling,AGU Fall Meeting Abstracts,2006,2006,,,,,article,0,0
1573794045,J. E. Vidale,Michael A. H. Hedlin,"University of California, Los Angeles","University of California, San Diego",Evidence for partial melt at the core–mantle boundary north of Tonga from the strong scattering of seismic waves,Nature,1998,391,6668,682-685,10.1038/35601,,article,163,7
2950407188,J. L. Morán-Lópeź,,Institute for Scientific and Technological Research,,New Advances in Magnetic Nanostructures,ChemInform,2007,38,52,,10.1002/chin.200752223,,article,0,0
4254297185,,,,,"ROSENBAUM, SUSAN B. Professing Sincerity: Modern Lyric Poetry, Commercial Culture, and the Crisis in Reading. Charlottesville: University of Virginia Press, 2007. xii + 283 pp. $39.50. ISBN 978-0-8139-2610-0",Forum for Modern Language Studies,2009,46,1,117-118,10.1093/fmls/cqp095,,article,0,0
2808773591,Faezeh Kheiri,Muliyadi Mahamood,Universiti Teknologi MARA,,The Portrayal of Persian Art and Culture in Children Books Illustration in Iran,Springer eBooks,2018,,,253-261,10.1007/978-981-13-0487-3_28,,book-chapter,0,0
2293516860,克年 徳重,,,,A defective autologous mixed lymphocyte reaction in patients with idiopathic portal hypertension,,1992,,,,10.11501/3071785,,dissertation,0,0
3101712149,Hirdesh K. Pharasi,Kiran Sharma; Rakesh Chatterjee; Anirban Chakraborti; F. Leyvraz; T. H. Seligman,Universidad Nacional Autónoma de México,Jawaharlal Nehru University; Tel Aviv University; Centro Universitário Internacional,Identifying long-term precursors of financial market crashes using correlation patterns,New Journal of Physics,2018,20,10,103041,10.1088/1367-2630/aae7e0,,article,43,17
3139174974,Theresa Varney Kennedy,,,,Female Intimacies in Seventeenth-Century French Literature by Marianne Legault,˜The œFrench review,2014,88,1,234-235,10.1353/tfr.2014.0150,,article,0,0
4233045464,Y. Ito,,,,Merkel cell carcinoma. A successful treatment with tumor necrosis factor,Archives of Dermatology,1989,125,8,1093-1095,10.1001/archderm.125.8.1093,,article,12,0
3208582610,Harikumar Rajaguru,C. Ganesh Babu; M. Gowri Shankar,Sathyabama Institute of Science and Technology,,Extreme Learning Machine (ELM) based Performance Analysis and Epilepsy Identification from EEG Signals,IETE Journal of Research,2021,69,9,6304-6314,10.1080/03772063.2021.1987997,,article,8,1
2011867688,H. Garschägen,,,,Über die Rückstandsbestimmung des Wirkstoffes Chlorpropham [Isopropyl-N-(3-chlorphenyl)-carbamidat] an Kartoffeln,Fresenius Zeitschrift für Analytische Chemie,1965,212,3,436-437,10.1007/bf00519423,,article,0,0
1908321789,Carl Gutwin,Miguel A. Nacenta,University of Saskatchewan,,Cross-display object movement in multi-display environments,,2010,,,,,,article,6,1
2274649477,Sooraj Fowdar,UA Subadar; Matthew Lamport; RV Sannassee; M Fawzee,,,Assessing the Level of Efficiency of The Stock Exchange of Mauritius,University of Mauritius Research Journal,2007,13,1,90-102,,,article,6,1
4254550276,Roberto Mayorga Lorca,,,,Abogacía al servicio del pueblo,Revista de Derecho Económico,2016,0,33-34,,10.5354/0719-7462.1971.42328,,article,0,0
4311339471,M Komáromy,B Tóth; T Csákvári; V Zoltán; I Boncz,University of Pecs,,HSD38 Assessing the Changes of Health Spa Demand in Hungary Between 2012 and 2019,Value in Health,2022,25,12,S281,10.1016/j.jval.2022.09.1382,,article,0,0
4229502247,,,,,"Robinett's Adm'r v. Robinett's Heirs. Decided at Staunton, September 19, 1895",The Virginia Law Register,1895,1,8,608,10.2307/1099260,,article,0,0
1547786174,Konstantinos Karagiorgos,Σ. Αναστασιάδης; P Marès,,,Εκτίμηση εδαφικής απώλειας στη λεκάνη απορροής της λιμνης Πλαστήρα με τη χρήση συστήματος γεωγραφικής πληροφορίας = Soil loss evaluation in the watershed of Plastira using geographical information systems,"Πανελλήνια και Διεθνή Γεωγραφικά Συνέδρια, Συλλογή Πρακτικών",2007,1,,244-252,,,article,0,0
2296673464,Hongman Wang,Zhaohan Li; Xiaolu Zhu; Zhihan Liu,Beijing University of Posts and Telecommunications,,A Full Service Model for Vehicle Scheduling in One-Way Electric Vehicle Car-Sharing Systems,Lecture notes in computer science,2015,,,25-36,10.1007/978-3-319-27293-1_3,,book-chapter,5,1
4212881608,,,,,Facies,Springer eBooks,2021,,,464,10.1007/978-3-030-58292-0_60014,,book-chapter,0,0
2936896618,Miftakhul Jannah,,,,ANALISA PEMILIHAN MODA BUS DAN MOBIL PENUMPANG UMUM UNTUK TRAYEK MOJOKERTO - MOJOSARI,,2016,,,,,,dissertation,0,0
4386814418,Abdulaziz Mofdy Almarwani,Bayan M. Almarwani,Taibah University,,Factors predicting medication adherence among coronary artery disease patients in Saudi Arabia,Saudi Medical Journal,2023,44,9,904-911,10.15537/smj.2023.44.9.20230293,37717959.0,article,0,0
2911304807,Stanisław Wielgus,,,,O odrodzenie wychowania = For the resurrection of education,,2001,,,,,,article,0,0
2488615121,Shiao‐Li Tsao,You-Lin Chen,,,Mobility Management in Mobile WiMAX,Wireless networks and mobile communications,2007,,,219-232,10.1201/9780849326400.ch10,,book-chapter,8,1
2083766813,Haviva D. Langenauer,Edward L. Davis; Peter L. Webster,,,Quiescent cell populations in apical meristems of Helianthus annuus,Canadian Journal of Botany,1974,52,10,2195-2201,10.1139/b74-284,,article,11,0
2328750251,Takashi Shimizu,Hiromu Suzuki; Hiroshi Kitamura; Eiko Yamamoto; Kohzoh Imai; Taiji Tsukamoto; Minoru Toyota,Sapporo Medical University,The University of Tokyo,Abstract 3954: Identification of microRNAs epigenetically silenced in bladder cancer,Cancer Research,2011,71,8_Supplement,3954,10.1158/1538-7445.am2011-3954,,article,0,0
3212010871,Takashi Kawai,,,,Virtual museum of Japanese-Buddhist temple features for intercultural communication,"Proceedings of SPIE, the International Society for Optical Engineering/Proceedings of SPIE",1998,3295,,114-117,,,article,1,0
2301014078,田中栄司,,,,長野県一山村の非A非B型肝炎多発地域における疫学調査. 特に HCV 抗体陽性率について,肝臓,1991,32,,98-99,,,article,0,0
2350800994,Niu Xiu-me,,,,The treatment of short column problems in high-rise building's anti-seismic design,Shanxi Architecture,2008,,,,,,article,0,0
4229946982,,,,,Front Matter,Fordham University Press eBooks,2017,,,i-iv,10.2307/j.ctt1xhr5td.1,,book-chapter,0,0
4251186194,,,,,Obituaries,JAMA,1977,238,17,1856,10.1001/jama.1977.03280180060038,,article,0,0
636380326,泰一 林,,,,2.台風により発生する被害の変遷(2006年度秋季大会シンポジウム「台風-伊勢湾台風から50年を経て-」の報告),天気,2008,55,5,369-374,,,article,0,0
22022220,José Manuel,,,,El principio de determinación del hecho punible en la doctrina del Tribunal Constitucional,,1992,,,,,,article,1,0
3137053776,Husein Alhamada,Stéphane Simon; Ákos Gulybán; Pauline Gastelblum; Nicolas Pauly; Dirk Van Gestel; N. Reynaert,Institut Jules Bordet,Centre Hospitalier Interrégional Edith Cavell,Monte Carlo as quality control tool of stereotactic body radiation therapy treatment plans,Physica Medica,2021,84,,205-213,10.1016/j.ejmp.2021.02.025,33771442.0,article,4,0
3116237957,Saikrishna Badrinarayanan,Aayush Jain; Nathan Manohar; Amit Sahai,Visa (United States),,Secure MPC: Laziness Leads to GOD.,,2018,2018,,580,,,preprint,4,0
2969423393,Catherine Loveday,,,,Why singing may help people with dementia,,2016,,,,,,article,0,0
3159664898,浄徳 佳奈,中村 潤; 平田 弘征; 大村 朋彦; 小薄 孝裕,,,"高窒素含有 22Cr-13Ni-5Mn-2Mo-Nb,Vステンレス鋼溶接継手性能(4)",,2020,,,72-73,10.14920/jwstaikai.2020f.0_72,,article,0,0
2908213264,Yvonne Friedman,,,,Learning the religious concepts of the Other,Routledge eBooks,2017,,,67-83,10.4324/9781315528335-5,,book-chapter,0,0
4237298447,,,,,Products used for treatment of water intended for human consumption. Expanded aluminosilicate,,2013,,,,10.3403/01901638,,standard,0,0
2796065704,Clive Page,r Science,,,"I’m Clive Page, a Professor of Pharmacology at King’s College London. I do research on understanding why people have asthma and I’m here today to talk about it. AMA!",The Winnower,2018,,,,10.15200/winn.152284.46274,,dataset,0,0
4245557776,Gennaro Costagliola,Jennifer L. Leopold; Paolo Nesi; Kia Ng,University of Salerno,Missouri University of Science and Technology; University of Florence; University of Leeds,GUEST EDITORS' INTRODUCTION,International Journal of Software Engineering and Knowledge Engineering,2012,22,08,1005-1006,10.1142/s0218194012020044,,article,0,0
2399668969,D. B. Brookes,R. M. Moffitt; L. P. Sheil; I. M. Flowers; G. A. Poulter,Botsford Hospital,"Beaumont Hospital, Dearborn; Lancaster University Ghana; Lancaster University; University of Southampton",Comparison of Tretinoin and a Composite Formulation in the Treatment of Acne,International Journal of Clinical Practice,1978,32,12,349-352,10.1111/j.1742-1241.1978.tb07577.x,153763.0,article,0,0
2279404743,Sun-Guen Baek,Dongil Kim; Mi-Ryang Kim; Hye Sook Kim; Ye-Lim Yu; Sohwa Park; ...; Mee-Reem Kim,Seoul National University,Sungkyunkwan University; Korea Education and Research Information Service,Assessing student ICT literacy on a national level,"E-Learn: World Conference on E-Learning in Corporate, Government, Healthcare, and Higher Education",2009,2009,1,2269-2275,,,article,3,0
2602479508,Hao Yang,Wenjing Ren; Bin Jiang,Nanjing University of Aeronautics and Astronautics,,On stability of switched nonlinear systems with time-scaling transformation,International Journal of Systems Science,2017,48,10,2120-2127,10.1080/00207721.2017.1306146,,article,1,0
2225708568,Yeon‐Soo Jang,Jee‐Hoon Jeong; Baek‐Min Kim; Jong‐Seong Kug,,,Impact of Arctic warming on extratropical climate variation in CMIP5,한국기상학회 학술대회 논문집,2013,,,68-69,,,article,0,0
2887430044,Estefanía Blount Martín,,,,Identificación de disruptores endocrinos en el puesto de trabajo,,2001,,,339-346,,,article,0,0
3003739199,Wolfgang H. Jost,Joerg Müller,Parkinson-Klinik Ortenau,Vivantes Klinikum,"Drugs in the Treatment of Dystonia, Multisystem Atrophy, and Non-Parkinson Tremor",Springer eBooks,2020,,,1-16,10.1007/978-3-319-56015-1_219-1,,book-chapter,1,0
4229807869,Irma Arribas Pérez,,Universitat Politècnica de Catalunya,,Mr. Wataru,,2014,,,,10.5821/jida.2014.5018,,article,0,0
4324087991,Laiba Ghafoor,,,,Quality Management Models to Implement in Organizations,,2023,,,,10.31219/osf.io/6cvgu,,preprint,0,0
2386471419,Ran Zhang,,Southerners on New Ground,,The challenge to the developing countries issued by globalization,,2001,,,,,,article,0,0
4249235123,,,,,EDITORIAL BOARD,ISH Journal of Hydraulic Engineering,1995,1,1,ebi,10.1080/09715010.1995.10514564,,paratext,0,0
195392078,勝彦 佐藤,,,,"BP-3-1 Androidから見た携帯電話プラットフォームの将来像(BP-3.携帯電話プラットフォームの将来像-AndroidやiPhoneはユビキタスライフを実現するか?-,ソサイエティ企画)",電子情報通信学会総合大会講演論文集,2010,2010,1,SS-23-SS-24,,,article,0,0
2377451691,Jia Yu-xiang,,,,PIXE and Fuzzy Cluster Analysis of Juntai porcelain Kilns Unearthed in Different Periods,Journal of Henan Normal University,2012,,,,,,article,0,0
2478213926,William Congreve,,,,A Poem. In Praise of the Author.,Oxford University Press eBooks,1710,,,684,10.1093/oseo/instance.00037856,,book-chapter,0,0
2000334927,Takeshi Matsumoto,Masao Kimura; Mamoru Nakamura; Takao Ono,Japan Agency for Marine-Earth Science and Technology,University of the Ryukyus,Large-scale slope failure and active erosion occurring in the southwest Ryukyu fore-arc area,Natural hazards and earth system sciences,2001,1,4,203-211,10.5194/nhess-1-203-2001,,article,14,3
1985158786,Paul H. Délano,Diego Elgueda; Fernando Ramírez; Luis Robles; Pedro Maldonado,University of Chile,Hospital Clínico de la Universidad de Chile,A visual cue modulates the firing rate and latency of auditory-cortex neurons in the chinchilla,Journal of Physiology-Paris,2010,104,3-4,190-196,10.1016/j.jphysparis.2009.11.023,19958832.0,article,7,4
1662756475,Tae Jun Yu,Jongmin Lee; Yong Soo Lee; Kyung-Han Hong; Chang Hee Nam,Gwangju Institute of Science and Technology,Korea Photonics Technology Institute; Korea Advanced Institute of Science and Technology; Coherent (United States),Direct Locking of the Carrier-Envelope Phase of Femtosecond Laser Pulses,Springer series in optical sciences/SPringer series in optical sciences,2004,,,171-177,10.1007/978-0-387-34756-1_20,,book-chapter,0,0
4380207110,,,,,Back Matter,,2002,,,320-322,10.2307/j.ctv136bw3s.17,,paratext,0,0
2043094128,Tracy A. Crouch,,Stephen F. Austin State University,,The Morphological Status of Old English ge-,American Journal of Germanic Linguistics and Literatures,1995,7,2,165-178,10.1017/s104082070000158x,,article,2,0
2048008152,A. C. Minson,M. E. Thouless; Roger Eglin; G. Darby,University of Birmingham,,The detection of virus DNA sequences in a herpes type 2 transformed hamster cell line (333‐8‐9),International Journal of Cancer,1976,17,4,493-500,10.1002/ijc.2910170412,179957.0,article,52,6
2990781841,Winson Mervin Pranandu,,,,අතුරු සම්මත ගිණුමේ පතුරු යයිද?,,2019,,,,,,article,0,0
2968291899,Randy Attwood,,,,Human Trafficking: A Problem With a Past,,2019,,,,,,article,0,0
4390474257,Jiufeng Dong,Li Li; Yujuan Niu; Zizhao Pan; Yupeng Pan; Liang Sun; ...; Hong Wang,Southern University of Science and Technology,Pennsylvania State University,Scalable High‐Permittivity Polyimide Copolymer with Ultrahigh High‐Temperature Capacitive Performance Enabled by Molecular Engineering,Advanced Energy Materials,2023,14,9,,10.1002/aenm.202303732,,article,9,0
2035231676,Tony Y. Fan,G. Michael Wall; Kent D. Sternitzke; Lynn Bass; Angela B. Morton; Erik Muegge,Alcon (United States),,Improved high-performance liquid chromatographic determination of pilocarpine and its degradation products in ophthalmic solutions importance of octadecylsilane column choice,Journal of Chromatography A,1996,740,2,289-295,10.1016/0021-9673(96)00120-3,,article,12,0
4387171483,Eirik Lund Flogard,Ole J. Mengshoel; Ole Magnus Theisen; Kerstin Bach,Norwegian Labour Inspection Authority,Norwegian University of Science and Technology,Creating Explainable Dynamic Checklists via Machine Learning to Ensure Decent Working Environment for All: A Field Study with Labour Inspections,Frontiers in artificial intelligence and applications,2023,,,,10.3233/faia230644,,book-chapter,0,0
1986891315,Lorgia García-Peña,,University of Michigan–Ann Arbor,,"Haitian-Dominican Counterpoint. Nation Race, and State of Hispaniola de Eugenio Matibag",Revista Iberoamericana,2005,71,211,629-632,10.5195/reviberoamer.2005.5496,,article,0,0
759100044,Hugh R. Gray,Joseph P. Joyce,Glenn Research Center,,Hydrogen environment embrittlement of astroloy and Udimet 700 (nickel-base) and V-57 (iron-base) superalloys,,1975,,,,,,article,0,0
4291572241,A Boyle,,University of Michigan–Ann Arbor,,ENCSR863QGE,ENCODE Datasets,2022,,,,10.17989/encsr863qge,,dataset,0,0
2950093597,Huu-Phuoc Le,Christa E. Müller,University of Bonn,,Rapid Microwave‐Assisted Fluorination Yielding Novel 5′‐Deoxy‐5′‐fluorouridine Derivatives.,ChemInform,2007,38,11,,10.1002/chin.200711192,,article,0,0
4234486038,,,,,Prosodic Anchoring,The MIT Press eBooks,2003,,,185-228,10.7551/mitpress/4014.003.0010,,book-chapter,0,0
2497566208,Shangyao Yan,Chung-Gee Lin,,,Airline Scheduling Models and Solution Algorithms for the Temporary Closure of Airports,Operations research series,2005,,,111-135,10.1201/9781420039597.ch5,,book-chapter,0,0
2144099797,E. Poretti,S. Campana; O. Citterio; P. Conconi; M. Ghig; Francesco Mazzoleni; ...; R. Willingale,Brera Astronomical Observatory,Istituto di Astrofisica Spaziale e Fisica cosmica di Palermo; Max Planck Computing and Data Facility; University of Leicester,Final Performances of the X-Ray Mirrors of the Jet-X Telescope,Springer eBooks,1998,,,341-342,10.1007/978-94-011-4970-9_115,,book-chapter,0,0
2311276159,C. A. Downing,,,,Quantum confinement in low-dimensional Dirac materials,,2015,,,,,,dissertation,0,0
3125303493,Alexander Kotsev,Katherina Schleidt; Steve Liang; Hylke van der Schaaf; Tania Khalafbeigi; Sylvain Grellet; ...; Mickaël Beaufils,European Commission,"University of Calgary; Fraunhofer Institute of Optronics, System Technologies and Image Exploitation; United States Geological Survey",Extending INSPIRE to the Internet of Things through SensorThings API,,2018,,,,10.20944/preprints201805.0031.v1,,preprint,9,0
2017172169,Martina Brisudová,,The Ohio State University,,Creating multiphase coherent states in a damped anharmonic oscillator,Physical Review A,1992,46,3,1696-1699,10.1103/physreva.46.1696,9908298.0,article,5,0
3167510936,박시영,Joong Wook Shin; Jeong-Hwan Choi,,,청신경종양에서 나타나는 청성뇌간반응 잠복기의 진단적 가치,,2010,,,,,,article,0,0
4394645515,Abdeslam Touri,Hatim Labrigui; Samir Kabbaj,,,Controlled ${ast}$-operator Frames for $End_{mathcal{A}}^{ast}(mathcal{H})$,arXiv (Cornell University),2020,,,,10.48550/arxiv.2009.12455,,preprint,0,0
201184180,Tushar Kanti Bera,J. Nagaraju,Indian Institute of Science Bangalore,,A Low Cost Electrical Impedance Tomography (EIT) Instrumentation for Impedance Imaging of Practical Phantoms: A Laboratory Study,Advances in intelligent systems and computing,2014,,,689-701,10.1007/978-81-322-1768-8_60,,book-chapter,3,2
4213033463,Michael Melone,,,,Protect,CRC Press eBooks,2021,,,83-124,10.1201/9781003144182-10,,book-chapter,0,0
2264797789,Christine Marton,,,,Understanding how Women Seek Health Information on the Web,,2011,,,,,,dissertation,7,1
2592262951,Martin Čala,Jaymin Patel; Ganesh Kudav; Brendan Davis,Youngstown State University,Parker Hannifin (United States),Industry University Partnership A Model For Faculty Continuing Development And Student Co Op Opportunities,,2020,,,,10.18260/1-2--12858,,article,1,0
1499538017,M. Michalcik,R. C. Rashkov; Maria Schimpf,TU Wien,"Sofia University ""St. Kliment Ohridski""","ON SEMICLASSICAL CALCULATION OF THREE-POINT FUNCTIONS IN AdS5×T1, 1",Modern Physics Letters A,2012,27,15,1250091,10.1142/s0217732312500915,,article,15,1
2978694245,Paulo Dutra,,,,"Dancing Bahia: Essays on Afro-Brazilian Dance, Education, Memory, and Race by Lucía M. Suárez, Amélia Conrado, and Yvonne Daniel (review)",Luso-Brazilian Review,2019,56,1,,,,article,0,0
2913244150,Thea Miller,,,,Miller's new map of British South Africa,,1900,,,,,,article,0,0
4251103190,,,,,2003 Certifying Examination in Pediatric Endocrinology,The Journal of Clinical Endocrinology & Metabolism,2003,88,2,621,10.1210/jcem.88.2.9998,,article,0,0
2607039825,E. Kuznetsov,A. N. Saurov,,,Hardware Trojans. Part 4: software and hardware countermeasures,Nanoindustry Russia,2017,2,,42-56,10.22184/1993-8578.2017.72.2.42.56,,article,3,0
3200726093,Shashank Gupta,Euan Stoddart; Andrew Morrison,University of Wolverhampton,Thornton Tomasetti (United States),Blast Resilience Enhancement of Cable-Supported Façade Utilizing Super-Elastic Shape Memory Alloy,DOAJ (DOAJ: Directory of Open Access Journals),2021,,,,10.7480/jfde.2021.2.5331,,article,0,0
2320292358,Khaver Bashir,,The Royal Free Hospital,University College London,Anxiety: Recognition and treatment in general practice,Journal of Psychosomatic Research,1993,37,1,83,10.1016/0022-3999(93)90127-2,,article,2,0
3041953693,E. K. Montgomery‐Brown,P. Segall; A. Miklius; P. F. Cervelli,,,"A series of transient slip events on Kilauea volcano, Hawaii.",AGUFM,2005,2005,,,,,article,1,1
2387992595,Liu De-haib,,,,The Latest Development of Co-integration in Panel Data and Its Enlightenment on Econometrics Teaching,Yunnan Caijing Daxue xuebao,2012,,,,,,article,0,0
4234361322,,,,,"History, Nature of Science & Technology",Bulletin of Science Technology & Society,1988,8,2,219-227,10.1177/027046768800800215,,article,0,0
2419733819,W N McDonell,,,,Anesthetic emergencies. 1. Respiratory insufficiency and arrest.,PubMed,1972,53,9,31-5,,5072968.0,article,0,0
2753939409,F. Jayakara,Irene Thomas,,,Original Article - Sister-chromatid exchanges in anesthetists,,2005,,,,,,article,0,0
4387025688,Adam Veng,Irina Papazu; Mads Ejsing,University of Copenhagen,IT University of Copenhagen; National Museum of Denmark,Is Denmark a green entrepreneurial state?,STS Encounters,2023,15,2,,10.7146/stse.v15i2.139817,,article,0,0
2002785473,Nour B Bishara,Timothy V. Murphy; Michael A. Hill,RMIT University,,Capacitative Ca2+ entry in vascular endothelial cells is mediated via pathways sensitive to 2 aminoethoxydiphenyl borate and xestospongin C,British Journal of Pharmacology,2002,135,1,119-128,10.1038/sj.bjp.0704465,11786487.0,article,61,9
1493150151,Axel Murk,N. Kämpfer; R. Wydel; Tetsuya Manabe; Masumichi Seta; Junji Inatani,University of Bern,Thomas Keating Ltd,Characterization of the ambient temperature optics of the submillimeter limb-sounder SMILES,,2003,,,,10.1109/icimw.2002.1076070,,article,1,1
4312613950,John T. Lysaker,,,,For Examples,University of Chicago Press eBooks,2018,,,,10.7208/chicago/9780226569734.003.0013,,book-chapter,0,0
2975937966,Anisah Bahyah Ahmad,Wan Kamal Mujani,University of Kuala Lumpur,National University of Malaysia,AN EVALUATION OF THE EARLIEST THOUGHT AND PHILOSOPHY ON MOSQUES IN MALACCA,Humanities & Social Sciences Reviews,2019,7,4,538-541,10.18510/hssr.2019.7472,,article,0,0
2796307088,Domínguez Martínez,Moacir José,,,El cómputo fiscal de las inversiones y el coste de uso del capital: un análisis del sistema de deducción inmediata,"Documentos de Trabajo (IAES, Instituto Universitario de Análisis Económico y Social)",2018,,3,1-27,,,article,0,0
4236786078,Alexandru Popa,,,,Introduction,Elsevier eBooks,2014,,,vii-viii,10.1016/b978-0-12-409502-1.00007-4,,book-chapter,0,0
2319001846,Robert E. Campbell,,,,EDITORIAL,Radiology,1985,154,1,251-252,10.1148/radiology.154.1.251,,editorial,0,0
2490256326,M. Zimmermann,P. Drings; Gustav Wagner,Heidelberg University,Stadtkrankenhaus Schwabach; German Cancer Research Center; DKFZ-ZMBH Alliance,Pain in the Cancer Patient,Recent results in cancer research/Recent Results in Cancer Research,1984,,,,10.1007/978-3-642-82028-1,,book,16,6
3029455858,Andrew Scott,,,,Hiding the Truth in the Shadow of the Law? Addressing the Misuse of Confidentiality Clauses in Public Authority Contracts,Hart Publishing eBooks,2020,,,,10.5040/9781509908325.ch-010,,book-chapter,0,0
2045007345,Szilvia Kocsi,Gábor Demeter; Dániel Érces; Enikő Nagy; József Kaszaki; Zsolt Molnár,University of Szeged,,Central Venous-to-ArterialCO2Gap Is a Useful Parameter in Monitoring Hypovolemia-Caused Altered Oxygen Balance: Animal Study,Critical Care Research and Practice,2013,2013,,1-7,10.1155/2013/583598,24069537.0,article,12,3
4251519401,Julie Broderick,Davy Vancampfort,St. James's Hospital,KU Leuven,Yoga as part of a package of care versus non-standard care for schizophrenia,Cochrane library,2017,,,,10.1002/14651858.cd012807,,article,20,4
3093903687,Zhao HongKui,Yin Hengxia; Hu GuiLian; Luo Yu-xiu; Zhou HuaKun; Shi GuoXi; Buqing Yao,,,Clone and sequence analysis on gene BnFY34 from spring rapeseed (Brassica napus).,Guangxi Zhiwu / Guihaia,2018,38,1,84-89,,,article,0,0
4253573081,Giulia Mattalia,Nataliya Stryamets; Andréa Pieroni; Renata Sõukand,Ca' Foscari University of Venice,University of Gastronomic Sciences,Knowledge transmission patterns at the border: Ethnobotany of Hutsuls living in the Carpathian Mountains of Bukovina (SW Ukraine and NE Romania),Research Square (Research Square),2020,,,,10.21203/rs.3.rs-24160/v1,,preprint,0,0
618216634,T. M. Fliedner,,,,"Clinical and experimental gnotobiotics : proceedings of the VIth International Symposium on Gnotobiology, Ulm, W. Germany, June 6-10, 1978",Fischer eBooks,1979,,,,,,book,0,0
4399094913,Octavia Fatma Nur Kusuma Dewi Sasongko,Ninna Maulidayna; Dhea Januastasya Audina; Anita Rosdiana; Dewi Atriani,,,Tindakan Preventif dari Pemerintah Untuk Mencegah Adanya Tindakan Itikad Tidak Baik dalam Pendirian Perseroan Perorangan,Indonesian Journal of Law and Justice,2024,1,4,15,10.47134/ijlj.v1i4.2569,,article,0,0
2334399274,Winton Weydemeyer,,,,Notes on the Food of Grebes,Ornithology,1932,49,4,456-457,10.2307/4076410,,article,0,0
2159015273,Maggie J Westby,Mike Clarke; Sally Hopewell; Felix SF Ram,National Institute for Health Research,Cochrane; Massey University,Masking reviewers at the study inclusion stage in a systematic review of health care interventions,Cochrane library,2007,,,,10.1002/14651858.mr000019.pub2,,review,3,0
3048943251,Yousaf Zia,Fasial Bashir; Kashif Naseer Qureshi,Bahria University,,Dynamic superframe adaptation using group-based media access control for handling traffic heterogeneity in wireless body area networks,International Journal of Distributed Sensor Networks,2020,16,8,155014772094914,10.1177/1550147720949140,,article,9,0
4398707501,Gaurav Sood,,,,FY2017 - FM11 - May.tab,Harvard Dataverse,2018,,,,10.7910/dvn/0ktfdm/eu7mnu,,dataset,0,0
3196797009,忠裕 浅田,広美 柳瀬,,,高分子液晶の電気光学的性質 [IV] : 主鎖型サーモトロピック液晶性高分子の液晶温度域における電解応答,液晶討論会講演予稿集,1986,12,,218-219,,,article,0,0
1862962918,Erfit erfit erfit,,,,STUDI TENTANG KINERJA SEKTOR PERTANIAN PROVINSI JAMBI TAHUN 2005 - 2009,Jurnal Paradigma Ekonomika,2013,1,7,,10.22437/paradigma.v9i2.2205,,article,2,0
3215680793,Beata Wojna,,,,El nuevo tratado de México con la Unión Europea,Foreign affairs: Latinoamérica,2020,20,4,89-94,,,article,0,0
2979441562,R S Coleman,,,,Honey flora calendar for July,Journal of the Department of Agriculture for Western Australia,1961,2,6,485-494,,,article,0,0
938887646,谭文宁,张小杰; 庞小马; Min Li; 郜楠,,,高浓度油田压裂废水降低COD_（Cr）的预处理方法,,2012,22,4,50-52,,,article,0,0
1021696298,陈玉军,,,,点灯启蒙 开拓生命-浅谈初中作文教学首在培养学生个体生命意识,语文教学通讯：学术（D）,2014,,6,10-11,,,article,0,0
1937414815,Robin Yeates,,,,Digital Futures: Strategies for the Information Age,Program electronic library and information systems,2003,37,1,58-59,10.1108/00330330310460590,,article,0,0
2162084786,Greg Brown,Delene Weber; Kelly de Bie,University of Queensland,University of South Australia; University of Melbourne; Parks Victoria,Assessing the value of public lands using public participation GIS (PPGIS) and social landscape metrics,Applied Geography,2014,53,,77-89,10.1016/j.apgeog.2014.06.006,,article,90,14
4236124403,Noelani Goodyear-Ka’ōpua,,,,Reproducing the Ropes of Resistance: Hawaiian Studies Methodologies,University of Hawaii Press eBooks,2017,,,1-29,10.1515/9780824857516-004,,book-chapter,0,0
4253499297,,,,,,Pharmacotherapy The Journal of Human Pharmacology and Drug Therapy,2013,33,3,,10.1002/phar.2013.33.issue-3,,paratext,0,0
3094399108,Saket Pande,Mehdi Moayeri,,,Physical interpretation of hydrologic model complexity revisited,,2020,,,,10.5194/egusphere-egu2020-13391,,article,0,0
200508041,Enrique Bustamante Ramírez,,,,El mecanismo publicitario,"Información Comercial Española, ICE: Revista de economía",1980,,567,70-76,,,article,0,0
1487677146,王策,,,,制造“白色死亡”的魔鬼之国——哥伦比亚毒品犯罪带来的社会危害,,2003,,6,14-15,,,article,0,0
2786742601,Robert de Hoog,Rob van der Spek,University of Amsterdam,,Knowledge management: Hope or hype?,Expert Systems with Applications,1997,13,1,v-vi,10.1016/s0957-4174(97)80026-7,,article,16,0
4380083998,Amilton dos Santos Junior Jose,Nalla Charitha; Rohit Karde; Akshay Satishrao. Bayskar; Y. A. Nanja Reddy,Dr Panjabrao Deshmukh Krishi Vidyapeeth,,Pokkali Rice Cultivation: A Review on the Indigenous Rice Cultivation Method in Kerala,International Journal of Environment and Climate Change,2023,13,8,1090-1095,10.9734/ijecc/2023/v13i82047,,review,3,0
